variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail,ess_bulk_N,ess_tail_N
σ,0.32058770289517,0.320213534345619,0.0145818869369441,0.0141646849566964,0.296506720969438,0.344619663125736,0.99994796133312,1084.00082446394,675.681652943958,1.08400082446394,0.675681652943958
ĈLint,1391.55581925417,1390.5826157484,112.966313125196,116.931913193523,1216.12042477836,1585.22543113132,1.00445246491334,280.179981440284,527.471981695394,0.280179981440284,0.527471981695394
KbBR,4.96515125649638,4.90079890639318,0.914938342991661,0.89229708018099,3.53615999351553,6.54156613676379,0.999010748406742,1382.40344931805,717.543294023979,1.38240344931805,0.717543294023979
KbMU,1.751789272828,1.75116888470041,0.17093415606842,0.168044830736071,1.48809576504395,2.04137896474265,1.00853924769127,1058.88932776971,736.523837803121,1.05888932776971,0.736523837803121
KbAD,10.3436636530364,10.299666945653,0.646602864121824,0.612278948434317,9.37321608540456,11.459543711344,0.999309545039112,1056.17824473815,772.648900938201,1.05617824473815,0.772648900938201
KbBO,1.05987719367632,1.03617247440042,0.213556856790406,0.201831639695457,0.740767385004213,1.42372277300427,0.999198709467805,1350.50072151082,699.649956040612,1.35050072151082,0.699649956040612
KbRB,1.80820525855531,1.79645428049765,0.357981422740037,0.351630162936348,1.25767828107182,2.42675560494726,0.99956739864982,1314.73486444328,875.763356197526,1.31473486444328,0.875763356197526
ω,0.360565421617577,0.351607856498909,0.065855167440339,0.0632046802194232,0.269876905308073,0.48385483638062,1.00176515433007,267.508605512813,351.688298715419,0.267508605512813,0.351688298715419
