σ,ĈLint,KbBR,KbMU,KbAD,KbBO,KbRB,ω
0.34847974038319884,1387.899736621746,4.014164657048829,1.883995369694646,10.677537654258254,1.324503839551081,1.6780820594735097,0.4592287090330889
0.34863702608230857,1340.6477169420543,4.038714927191578,1.890600199464018,10.5483803695222,1.2486957967923669,1.7142555767994747,0.4236134895064399
0.3476577895861206,1453.9727040387177,3.592672483757538,1.8098983918615175,10.811113337359682,0.9734083615467112,2.7502167216208866,0.3668190386569147
0.30462404793771525,1276.7812853546536,4.701878150411353,1.7276201664638138,9.226824416779712,0.9899884960871069,1.5146050082158533,0.38827395049618696
0.3263384070383879,1422.36986985818,5.460577762996913,1.8638204963699572,10.453449608725535,0.7798122997976232,2.2868218579083153,0.4199980050929867
0.3393278183192372,1234.662497294678,5.919387416563265,1.7471792004038005,10.42938503981498,0.9472273750436286,2.740434182230404,0.47895442962772994
0.30896151203134187,1460.2023614641826,4.401826149560724,1.8204332746009648,9.901459306449423,1.1606001302374607,1.004785937697007,0.26797011084636846
0.3255745486668815,1429.9602608491286,4.596859992732903,1.7340256619341592,10.264780495531205,1.1314300825080699,2.190647423579083,0.3029933492060435
0.3207777605270281,1313.5048057262572,5.124125050130677,1.5102296280049192,9.733319348286052,1.2109027341712764,1.4158589274319666,0.352850209406448
0.3232112950552569,1382.0438840086708,3.6198028145350953,1.8668582145685617,10.097867462397028,1.0284780839615908,1.9075055926349433,0.2959656362462264
0.33980297975756113,1276.0136819554452,4.342980567419741,1.7304982187755147,11.067900376463239,1.1766785776773687,1.729803550859384,0.31910168419472124
0.29322370630344596,1366.6114191076242,5.553588993980867,1.8921331841499158,9.95019968895715,0.9861668053053197,1.6636944496655315,0.2216743903662199
0.33932858569392393,1387.5484505379538,4.638574729348789,1.7125974013679959,10.708884456735106,1.0064493855488594,1.7922376575409598,0.3092939213810012
0.30876367169621,1390.550508101906,5.243744667082201,1.8419733640472076,9.26094804438409,1.1082267098602552,1.2963886035674885,0.24330468543319328
0.33399456969066155,1371.8500906870656,4.566793204511772,1.6687912977459076,11.15544365677988,1.0004350987057242,2.390966535381681,0.3639133632245356
0.33752264220633355,1428.855253413108,4.498832067867895,1.687369739736135,10.377055999520513,1.4531154516757168,1.9916654691790696,0.45514231802115
0.3241500040712468,1336.6541404304473,3.7623697912290237,1.72283463454919,9.99573243564559,0.6688208571486265,2.6195594236802022,0.47375348834162967
0.3160010149833045,1195.7062156637135,4.759495830562974,1.9884643889023357,11.242340559810366,1.3872063073509973,2.239886581769736,0.46909864719253497
0.30992511907522013,1183.9920443548842,4.870114860383843,1.9657088731909438,11.162762687169893,1.1936050489543313,2.247763394242354,0.4871319195045034
0.2899802951982979,1297.4936835373856,5.41698588308685,1.7603004941993465,9.851869587078252,0.5958401773513325,2.0640138840064273,0.4470947685598205
0.3298988914148687,1403.3899220045562,4.090000062235593,1.8357300938492047,9.988886015727434,1.2264704411331442,1.594638548935506,0.31149380403648885
0.3401624664622792,1447.7135400670693,4.894613846809206,1.6923615208637557,9.915204038890176,0.7315423245815501,1.6939657061858513,0.3423520310926172
0.29098655923846234,1652.842209274911,4.410654603035995,1.6716622827333079,10.525864779194261,1.4794099458731405,1.6507317644734978,0.34140685422241607
0.31784033642398496,1624.323165386771,7.4308721280684304,1.6875740452946082,10.71814868986025,1.0184300309515173,1.4022749422614875,0.4245061442897665
0.2863300722137414,1390.6147233948948,5.882876158171798,1.5723849450297718,10.53214164220915,1.3309872006395804,1.7914620614510925,0.37098656554068377
0.3267702798388086,1497.2022727881322,3.9779075076060804,1.6523066718915276,9.61850360014913,0.9404638719459296,2.4437023558545885,0.3041521959976748
0.3182602495523253,1572.4214136583364,4.454647591296544,1.8902175725072181,10.881054233667278,0.8777631627253397,2.445364823556319,0.35317687241554047
0.31054179085584604,1424.2992849579568,5.677337857522431,1.7672052124182516,10.201935402972254,0.7554921634538279,1.8392804915321534,0.4838438655466403
0.34050263800810326,1433.8934760739644,5.6197641375452445,1.5564211327368631,10.81008891662999,1.0545822457047591,2.165484646788498,0.5159396260896189
0.2979777384190198,1334.3420861553557,4.485374568738735,1.7111228015671431,9.900545745750188,1.0407223855921794,1.5654975248520953,0.3469723377118196
0.33671500795305975,1285.574774795531,4.8377021828597115,1.7173855846037733,10.728385185959286,0.893274811733518,1.7848115486104525,0.38952523704842273
0.3135311750431561,1345.5865769215081,5.2660337954723655,1.8636739688409913,10.670226157504201,1.1364950610952724,1.4885129329228812,0.32413834132315533
0.32009463688968653,1308.6763229897451,5.474607876939344,1.6462321177133707,10.86708559429207,0.862622272263721,2.04927557650954,0.3051485935523158
